,Цена квартиры,Тип квартиры,Станция метро,Минут до метро,Регион,Кол-во комнат,Площадь,Жилая площадь,Площадь кухни,Этаж,Ремонт
4862,12000000.0,Вторичноё жильё,Калитники,13.0,Москва,1.0,35.0,18.0,8.0,13.0,Косметический
4863,29500000.0,Вторичноё жильё,Давыдково,23.0,Москва,1.0,46.7,23.0,12.0,13.0,Без ремонта
4864,30000000.0,Вторичноё жильё,Давыдково,23.0,Москва,1.0,46.0,23.0,12.0,12.0,Без ремонта
4833,17700000.0,Вторичноё жильё,Технопарк,4.0,Москва,1.0,37.0,19.0,12.0,5.0,Без ремонта
4834,26450000.0,Вторичноё жильё,Хорошево,22.0,Москва,1.0,49.4,29.3,9.1,3.0,Дизайнерский
4835,59000000.0,Вторичноё жильё,Раменки,11.0,Москва,1.0,125.9,62.7,27.6,6.0,Без ремонта
4836,11300000.0,Вторичноё жильё,Прокшино,13.0,Москва,1.0,34.5,13.5,11.5,5.0,Без ремонта
4837,28000000.0,Вторичноё жильё,Улица 1905 года,12.0,Москва,1.0,46.0,28.0,10.0,6.0,Дизайнерский
4838,12000000.0,Вторичноё жильё,Прокшино,29.0,Москва,1.0,38.8,22.0,11.0,8.0,Дизайнерский
4839,28200000.0,Вторичноё жильё,Аминьевская,5.0,Москва,1.0,69.4,19.3,9.0,14.0,Без ремонта
4840,13350000.0,Вторичноё жильё,Улица Скобелевская,12.0,Москва,1.0,45.7,13.3,20.3,25.0,Европейский стиль
4841,14326650.0,Вторичноё жильё,Электрозаводская,17.0,Москва,1.0,40.0,20.0,9.0,6.0,Без ремонта
4842,20821000.0,Вторичноё жильё,Таганская,7.0,Москва,1.0,44.3,8.4,23.1,2.0,Косметический
4875,55000000.0,Вторичноё жильё,Улица 1905 года,10.0,Москва,1.0,64.4,37.0,23.0,4.0,Без ремонта
4876,18500000.0,Вторичноё жильё,Народное Ополчение,10.0,Москва,1.0,41.2,22.9,11.3,2.0,Европейский стиль
4877,7499999.0,Вторичноё жильё,Ботанический сад,20.0,Москва,1.0,32.0,12.0,10.0,10.0,Косметический
4878,14999900.0,Вторичноё жильё,Варшавская (Коломенское),15.0,Москва,1.0,44.3,15.9,17.6,6.0,Без ремонта
4879,13500000.0,Вторичноё жильё,Бунинская Аллея,39.0,Москва,1.0,37.0,15.0,10.0,14.0,Косметический
4880,12500000.0,Вторичноё жильё,Кузьминки,12.0,Москва,1.0,36.1,16.0,8.0,4.0,Косметический
4849,18600000.0,Вторичноё жильё,Аминьевская,5.0,Москва,1.0,40.3,12.0,12.0,14.0,Без ремонта
4850,15500000.0,Вторичноё жильё,Аэропорт,3.0,Москва,1.0,36.2,18.0,9.0,3.0,Без ремонта
4851,13000000.0,Вторичноё жильё,Братиславская,13.0,Москва,1.0,34.6,18.8,8.3,2.0,Косметический
4852,22500000.0,Вторичноё жильё,Ботанический сад,11.0,Москва,1.0,44.9,24.8,19.5,18.0,Дизайнерский
4853,10500000.0,Вторичноё жильё,Новогиреево,13.0,Москва,1.0,37.5,20.0,10.0,12.0,Косметический
4854,8800000.0,Вторичноё жильё,Некрасовка,16.0,Москва,1.0,38.0,19.0,14.0,13.0,Европейский стиль
4855,13900000.0,Вторичноё жильё,Беломорская,11.0,Москва,1.0,36.0,17.0,10.0,17.0,Европейский стиль
4856,19890000.0,Вторичноё жильё,Павелецкая,18.0,Москва,1.0,38.4,11.0,21.1,5.0,Без ремонта
4857,15900000.0,Вторичноё жильё,Домодедовская,17.0,Москва,1.0,43.8,20.0,10.0,9.0,Европейский стиль
4858,14600000.0,Вторичноё жильё,Селигерская,12.0,Москва,1.0,32.7,14.0,10.0,2.0,Дизайнерский
4891,12000000.0,Вторичноё жильё,Марьина Роща,13.0,Москва,1.0,36.0,20.5,9.7,12.0,Косметический
4892,14000000.0,Вторичноё жильё,Беляево,9.0,Москва,1.0,38.2,20.0,10.5,6.0,Косметический
4893,10600000.0,Вторичноё жильё,Люблино,29.0,Москва,1.0,38.3,19.9,10.2,18.0,Косметический
4894,17000000.0,Вторичноё жильё,Строгино,5.0,Москва,1.0,39.0,21.0,8.0,2.0,Европейский стиль
4895,9800000.0,Вторичноё жильё,Покровское,23.0,Москва,1.0,39.2,22.6,10.3,7.0,Косметический
4896,14500000.0,Вторичноё жильё,Яхромская,8.0,Москва,1.0,40.0,14.0,20.0,7.0,Дизайнерский
4865,9700000.0,Вторичноё жильё,Физтех,12.0,Москва,1.0,34.2,15.8,9.4,11.0,Европейский стиль
4866,10200000.0,Вторичноё жильё,Бунинская Аллея,23.0,Москва,1.0,41.0,16.6,13.1,9.0,Дизайнерский
4867,18800000.0,Вторичноё жильё,Хорошево,22.0,Москва,1.0,30.0,15.0,10.0,4.0,Дизайнерский
4868,13250000.0,Вторичноё жильё,Севастопольская,9.0,Москва,1.0,44.6,20.0,11.0,19.0,Косметический
4869,26900000.0,Вторичноё жильё,Академическая,11.0,Москва,1.0,42.1,21.8,10.9,10.0,Дизайнерский
4870,23250000.0,Вторичноё жильё,Дмитровская,6.0,Москва,1.0,41.0,30.0,8.0,37.0,Европейский стиль
4871,16950000.0,Вторичноё жильё,Технопарк,15.0,Москва,1.0,43.1,16.1,17.8,6.0,Без ремонта
4872,10800000.0,Вторичноё жильё,Бибирево,15.0,Москва,1.0,39.0,20.9,8.6,11.0,Без ремонта
4873,9000000.0,Вторичноё жильё,Пятницкое шоссе,25.0,Москва,1.0,36.3,14.4,10.1,8.0,Без ремонта
4874,79789500.0,Вторичноё жильё,Новокузнецкая,8.0,Москва,1.0,104.3,57.1,16.3,6.0,Без ремонта
4907,16500000.0,Вторичноё жильё,Народное Ополчение,29.0,Москва,1.0,40.0,18.0,10.0,18.0,Косметический
4908,24500000.0,Вторичноё жильё,Маяковская,8.0,Москва,1.0,44.0,24.4,9.3,2.0,Косметический
4909,10000000.0,Вторичноё жильё,Бескудниково,12.0,Москва,1.0,38.8,19.7,9.6,8.0,Косметический
4910,13500000.0,Вторичноё жильё,Кузьминки,18.0,Москва,1.0,42.2,19.0,11.0,16.0,Дизайнерский
4911,14200000.0,Вторичноё жильё,Зорге,15.0,Москва,1.0,36.8,12.6,11.9,5.0,Косметический
4912,9500000.0,Вторичноё жильё,Внуково,37.0,Москва,1.0,33.8,19.4,9.2,2.0,Европейский стиль
4881,11900000.0,Вторичноё жильё,Сокольники,7.0,Москва,1.0,31.8,18.0,8.0,3.0,Косметический
4882,10300000.0,Вторичноё жильё,Яхромская,12.0,Москва,1.0,38.0,20.0,10.0,11.0,Косметический
4883,25750000.0,Вторичноё жильё,Минская,57.0,Москва,1.0,43.0,14.0,17.0,4.0,Без ремонта
4884,18500000.0,Вторичноё жильё,Угрешская,9.0,Москва,1.0,40.6,13.3,15.0,10.0,Дизайнерский
4885,9800000.0,Вторичноё жильё,Коммунарка,26.0,Москва,1.0,34.7,15.9,10.5,2.0,Без ремонта
4886,8300000.0,Вторичноё жильё,Текстильщики,12.0,Москва,1.0,34.1,18.0,9.3,1.0,Косметический
4887,23700000.0,Вторичноё жильё,Хорошёвская,6.0,Москва,1.0,41.0,30.0,10.0,23.0,Европейский стиль
4888,10950000.0,Вторичноё жильё,Прокшино,13.0,Москва,1.0,33.0,13.0,11.0,7.0,Европейский стиль
4889,10990000.0,Вторичноё жильё,Братиславская,22.0,Москва,1.0,38.0,20.0,8.0,12.0,Косметический
4890,12250000.0,Вторичноё жильё,Дегунино,16.0,Москва,1.0,42.3,17.0,14.0,7.0,Косметический
4923,9900000.0,Вторичноё жильё,Борисово,11.0,Москва,1.0,33.3,18.0,9.0,12.0,Без ремонта
4924,10500000.0,Вторичноё жильё,Москворечье,6.0,Москва,1.0,38.0,19.0,9.0,10.0,Дизайнерский
4925,15000000.0,Вторичноё жильё,Зорге,15.0,Москва,1.0,35.6,12.5,12.0,14.0,Косметический
4926,22200000.0,Вторичноё жильё,Дубровка,7.0,Москва,1.0,41.7,12.4,17.3,11.0,Дизайнерский
4927,18000000.0,Вторичноё жильё,Марьина Роща,3.0,Москва,1.0,43.0,18.0,10.0,6.0,Дизайнерский
4928,12500000.0,Вторичноё жильё,Кузьминки,17.0,Москва,1.0,42.2,25.0,12.0,11.0,Дизайнерский
4897,9690000.0,Вторичноё жильё,Лухмановская,13.0,Москва,1.0,38.0,19.0,9.0,4.0,Косметический
4898,10990000.0,Вторичноё жильё,Яхромская,20.0,Москва,1.0,37.8,19.0,10.0,12.0,Европейский стиль
4899,14300000.0,Вторичноё жильё,Нижегородская,13.0,Москва,1.0,40.7,20.4,10.4,15.0,Косметический
4900,9500000.0,Вторичноё жильё,Солнцево,17.0,Москва,1.0,37.8,19.0,8.5,2.0,Косметический
4901,9500000.0,Вторичноё жильё,Локомотив,23.0,Москва,1.0,35.1,20.0,10.0,2.0,Европейский стиль
4902,20500000.0,Вторичноё жильё,ЗИЛ,6.0,Москва,1.0,47.0,17.0,17.0,16.0,Европейский стиль
4903,14900000.0,Вторичноё жильё,Народное Ополчение,14.0,Москва,1.0,38.4,20.0,13.0,19.0,Без ремонта
4904,12500000.0,Вторичноё жильё,Перово,19.0,Москва,1.0,35.7,19.4,9.9,5.0,Европейский стиль
4905,11500000.0,Вторичноё жильё,Покровское,31.0,Москва,1.0,40.3,19.1,11.0,3.0,Косметический
4906,10750000.0,Вторичноё жильё,Ботанический сад,20.0,Москва,1.0,31.9,14.4,12.5,11.0,Европейский стиль
4939,10500000.0,Вторичноё жильё,Зюзино,16.0,Москва,1.0,34.8,19.9,9.7,7.0,Косметический
4940,30300000.0,Вторичноё жильё,Алексеевская,11.0,Москва,1.0,42.0,12.8,19.1,13.0,Дизайнерский
4941,12500000.0,Вторичноё жильё,Профсоюзная,22.0,Москва,1.0,43.7,24.2,10.0,11.0,Без ремонта
4942,13500000.0,Вторичноё жильё,Перерва,15.0,Москва,1.0,41.2,13.3,18.8,14.0,Европейский стиль
4943,8600000.0,Вторичноё жильё,Домодедовская,18.0,Москва,1.0,35.1,19.5,9.8,2.0,Косметический
4944,20000000.0,Вторичноё жильё,Варшавская,10.0,Москва,1.0,49.0,16.0,21.0,13.0,Без ремонта
4913,13900000.0,Вторичноё жильё,Озёрная,11.0,Москва,1.0,38.3,19.7,10.2,9.0,Косметический
4914,14700000.0,Вторичноё жильё,Октябрьское поле,10.0,Москва,1.0,36.2,18.0,9.0,10.0,Без ремонта
4915,11500000.0,Вторичноё жильё,Лесопарковая,3.0,Москва,1.0,35.0,13.6,11.5,13.0,Европейский стиль
4916,10600000.0,Вторичноё жильё,Бунинская Аллея,5.0,Москва,1.0,35.0,20.0,9.0,16.0,Дизайнерский
4917,9600000.0,Вторичноё жильё,Аминьевская,20.0,Москва,1.0,35.4,19.2,9.7,7.0,Без ремонта
4918,11000000.0,Вторичноё жильё,Физтех,14.0,Москва,1.0,36.5,17.9,9.5,6.0,Европейский стиль
4919,8977500.0,Вторичноё жильё,Братиславская,16.0,Москва,1.0,34.9,19.8,9.0,6.0,Косметический
4920,18000000.0,Вторичноё жильё,Аминьевская,15.0,Москва,1.0,41.4,21.9,8.6,33.0,Без ремонта
4921,23000000.0,Вторичноё жильё,Хорошево,16.0,Москва,1.0,43.0,23.0,10.0,7.0,Дизайнерский
4922,10800000.0,Вторичноё жильё,Новогиреево,13.0,Москва,1.0,38.3,19.3,9.0,10.0,Косметический
4955,22800000.0,Вторичноё жильё,Юго-Западная,15.0,Москва,1.0,54.0,27.0,13.0,18.0,Европейский стиль
4956,11800000.0,Вторичноё жильё,Марьино,7.0,Москва,1.0,41.6,21.0,8.6,7.0,Косметический
4957,11900000.0,Вторичноё жильё,Братиславская,11.0,Москва,1.0,38.3,19.3,8.4,13.0,Косметический
4958,9990000.0,Вторичноё жильё,Саларьево,19.0,Москва,1.0,35.0,11.7,14.5,18.0,Без ремонта
4959,7500000.0,Вторичноё жильё,Ботанический сад,19.0,Москва,1.0,32.0,13.0,10.0,2.0,Без ремонта
4960,11100000.0,Вторичноё жильё,Бульвар Рокоссовского,24.0,Москва,1.0,32.0,10.0,13.0,12.0,Без ремонта
4929,10500000.0,Вторичноё жильё,Перерва,15.0,Москва,1.0,40.0,21.0,10.5,14.0,Европейский стиль
