,Цена квартиры,Тип квартиры,Станция метро,Минут до метро,Регион,Кол-во комнат,Площадь,Жилая площадь,Площадь кухни,Этаж,Ремонт
4597,11200000.0,Вторичноё жильё,Академическая,15.0,Москва,1.0,35.5,20.0,10.5,1.0,Европейский стиль
4598,10100000.0,Вторичноё жильё,Братиславская,13.0,Москва,1.0,41.8,18.5,8.3,2.0,Европейский стиль
4599,19500000.0,Вторичноё жильё,Ботанический сад,7.0,Москва,1.0,35.0,12.0,17.0,14.0,Европейский стиль
4600,13300000.0,Вторичноё жильё,Мичуринский проспект,5.0,Москва,1.0,38.0,19.2,8.5,16.0,Косметический
4601,9100000.0,Вторичноё жильё,Некрасовка,12.0,Москва,1.0,37.9,20.0,10.0,4.0,Без ремонта
4602,15500000.0,Вторичноё жильё,Красносельская,11.0,Москва,1.0,35.5,19.5,9.5,8.0,Косметический
4635,10300000.0,Вторичноё жильё,Депо,17.0,Москва,1.0,39.0,19.4,8.6,16.0,Косметический
4636,16500000.0,Вторичноё жильё,Угрешская,7.0,Москва,1.0,45.0,15.0,17.0,27.0,Без ремонта
4637,14800000.0,Вторичноё жильё,Аминьевская,14.0,Москва,1.0,45.1,24.9,11.6,18.0,Европейский стиль
4638,11490000.0,Вторичноё жильё,Люблино,17.0,Москва,1.0,40.0,18.5,9.5,13.0,Косметический
4639,10500000.0,Вторичноё жильё,Братиславская,18.0,Москва,1.0,37.9,19.1,8.4,5.0,Косметический
4640,17500000.0,Вторичноё жильё,Ленинский проспект,7.0,Москва,1.0,45.0,17.7,13.9,5.0,Косметический
4609,8900000.0,Вторичноё жильё,Некрасовка,21.0,Москва,1.0,32.0,17.0,8.0,6.0,Косметический
4610,8000000.0,Вторичноё жильё,Внуково,25.0,Москва,1.0,34.2,15.8,10.7,9.0,Европейский стиль
4611,11300000.0,Вторичноё жильё,Беляево,14.0,Москва,1.0,33.0,20.0,8.0,4.0,Косметический
4612,12500000.0,Вторичноё жильё,Чертановская,16.0,Москва,1.0,36.0,18.5,8.5,24.0,Косметический
4613,13700000.0,Вторичноё жильё,Калитники,17.0,Москва,1.0,49.0,25.0,12.9,3.0,Европейский стиль
4614,11850000.0,Вторичноё жильё,Строгино,8.0,Москва,1.0,38.8,21.0,8.0,2.0,Без ремонта
4615,9400000.0,Вторичноё жильё,Пражская,14.0,Москва,1.0,36.0,19.0,9.0,10.0,Косметический
4616,12300000.0,Вторичноё жильё,Рассказовка,23.0,Москва,1.0,38.0,17.5,10.5,5.0,Косметический
4617,12000000.0,Вторичноё жильё,Речной вокзал,18.0,Москва,1.0,38.0,17.5,9.1,2.0,Дизайнерский
4618,10500000.0,Вторичноё жильё,Коммунарка,26.0,Москва,1.0,34.0,16.0,10.0,8.0,Косметический
4651,15490000.0,Вторичноё жильё,Аннино,4.0,Москва,1.0,41.6,17.7,10.0,9.0,Косметический
4652,15150000.0,Вторичноё жильё,Аннино,4.0,Москва,1.0,41.5,17.7,10.1,9.0,Косметический
4653,10000000.0,Вторичноё жильё,Люблино,8.0,Москва,1.0,36.0,19.0,9.0,13.0,Косметический
4654,17990000.0,Вторичноё жильё,Чертановская,13.0,Москва,1.0,58.0,28.0,12.0,21.0,Европейский стиль
4655,9500000.0,Вторичноё жильё,Давыдково,19.0,Москва,1.0,36.0,18.0,10.0,2.0,Без ремонта
4656,10800000.0,Вторичноё жильё,Улица Скобелевская,12.0,Москва,1.0,41.0,20.0,11.0,9.0,Косметический
4625,12700000.0,Вторичноё жильё,Раменки,12.0,Москва,1.0,37.0,19.0,10.0,6.0,Косметический
4626,16900000.0,Вторичноё жильё,Печатники,7.0,Москва,1.0,44.0,24.4,12.0,11.0,Дизайнерский
4627,13700000.0,Вторичноё жильё,Щелковская,9.0,Москва,1.0,44.7,20.0,12.0,2.0,Косметический
4628,12000000.0,Вторичноё жильё,Яхромская,24.0,Москва,1.0,38.5,11.1,19.8,9.0,Косметический
4629,10500000.0,Вторичноё жильё,Водный стадион,12.0,Москва,1.0,35.2,20.2,9.0,11.0,Косметический
4630,8800800.0,Вторичноё жильё,Коммунарка,26.0,Москва,1.0,34.0,15.6,10.0,11.0,Без ремонта
4631,13900000.0,Вторичноё жильё,Селигерская,7.0,Москва,1.0,45.0,23.7,9.5,16.0,Европейский стиль
4632,14300000.0,Вторичноё жильё,Сухаревская,11.0,Москва,1.0,29.5,13.9,8.9,12.0,Европейский стиль
4633,12250000.0,Вторичноё жильё,Физтех,5.0,Москва,1.0,37.9,18.0,8.4,20.0,Косметический
4634,11500000.0,Вторичноё жильё,Владыкино,20.0,Москва,1.0,41.8,21.0,8.8,9.0,Дизайнерский
4667,10000000.0,Вторичноё жильё,Медведково,19.0,Москва,1.0,34.8,19.8,11.0,8.0,Косметический
4668,13370000.0,Вторичноё жильё,Братиславская,23.0,Москва,1.0,39.6,20.9,8.7,11.0,Косметический
4669,11000000.0,Вторичноё жильё,Перово,21.0,Москва,1.0,35.0,20.0,10.0,7.0,Косметический
4670,12300000.0,Вторичноё жильё,Коммунарка,26.0,Москва,1.0,49.3,20.0,13.0,3.0,Косметический
4671,11000000.0,Вторичноё жильё,Коммунарка,25.0,Москва,1.0,44.9,20.0,12.0,10.0,Европейский стиль
4672,11800000.0,Вторичноё жильё,Черкизовская,16.0,Москва,1.0,39.0,20.9,8.6,2.0,Косметический
4641,11500000.0,Вторичноё жильё,Жулебино,9.0,Москва,1.0,36.1,15.0,9.2,4.0,Косметический
4642,12799999.0,Вторичноё жильё,Люблино,14.0,Москва,1.0,38.3,20.0,8.0,6.0,Дизайнерский
4643,9200000.0,Вторичноё жильё,Покровское,33.0,Москва,1.0,44.0,19.0,9.5,8.0,Без ремонта
4644,9500000.0,Вторичноё жильё,Новогиреево,18.0,Москва,1.0,35.1,19.8,10.0,3.0,Косметический
4645,11500000.0,Вторичноё жильё,Коммунарка,27.0,Москва,1.0,39.4,15.4,11.1,10.0,Дизайнерский
4646,13000000.0,Вторичноё жильё,Нижегородская,14.0,Москва,1.0,32.3,9.5,10.0,12.0,Европейский стиль
4647,11250000.0,Вторичноё жильё,Новогиреево,25.0,Москва,1.0,34.9,19.5,9.9,14.0,Дизайнерский
4648,15000000.0,Вторичноё жильё,Аминьевская,10.0,Москва,1.0,41.7,21.5,10.6,17.0,Косметический
4649,15000000.0,Вторичноё жильё,Коптево,8.0,Москва,1.0,33.2,18.1,10.0,4.0,Дизайнерский
4650,10900000.0,Вторичноё жильё,Печатники,11.0,Москва,1.0,34.0,19.3,9.0,4.0,Косметический
4683,9800000.0,Вторичноё жильё,Сетунь,12.0,Москва,1.0,40.0,19.0,10.0,15.0,Косметический
4684,11300000.0,Вторичноё жильё,Солнцево,21.0,Москва,1.0,38.0,19.0,8.0,10.0,Косметический
4685,12000000.0,Вторичноё жильё,Беломорская,12.0,Москва,1.0,45.0,22.0,11.0,6.0,Косметический
4686,12000000.0,Вторичноё жильё,Нагатинский Затон,12.0,Москва,1.0,39.0,19.0,9.2,2.0,Косметический
4687,16990000.0,Вторичноё жильё,Яхромская,10.0,Москва,1.0,41.0,20.0,10.0,21.0,Косметический
4688,9700000.0,Вторичноё жильё,Внуково,37.0,Москва,1.0,35.0,20.0,9.0,15.0,Дизайнерский
4657,14000000.0,Вторичноё жильё,Рабочий Посёлок,9.0,Москва,1.0,38.6,20.0,10.0,3.0,Дизайнерский
4658,9990000.0,Вторичноё жильё,Лухмановская,26.0,Москва,1.0,40.0,20.0,10.0,12.0,Европейский стиль
4659,14300000.0,Вторичноё жильё,Измайловская,18.0,Москва,1.0,40.2,17.6,8.7,4.0,Без ремонта
4660,14990000.0,Вторичноё жильё,Юго-Западная,15.0,Москва,1.0,38.3,20.0,10.0,21.0,Косметический
4661,13800000.0,Вторичноё жильё,Чертановская,9.0,Москва,1.0,41.5,19.8,9.9,5.0,Косметический
4662,7900000.0,Вторичноё жильё,Щербинка,26.0,Москва,1.0,37.2,16.0,11.0,17.0,Косметический
4663,20500000.0,Вторичноё жильё,Рижская,6.0,Москва,1.0,42.0,19.0,10.0,16.0,Европейский стиль
4664,13200000.0,Вторичноё жильё,Белорусская,14.0,Москва,1.0,34.3,19.0,10.0,12.0,Косметический
4665,15000000.0,Вторичноё жильё,Аннино,6.0,Москва,1.0,36.7,12.0,17.5,2.0,Дизайнерский
4666,8340000.0,Вторичноё жильё,Кузьминки,13.0,Москва,1.0,35.0,19.7,10.0,5.0,Дизайнерский
4699,10500000.0,Вторичноё жильё,Внуково,37.0,Москва,1.0,40.1,18.0,11.0,14.0,Дизайнерский
4700,31000000.0,Вторичноё жильё,Академическая,17.0,Москва,1.0,45.0,19.0,16.0,8.0,Дизайнерский
4701,16300000.0,Вторичноё жильё,Аэропорт,10.0,Москва,1.0,33.0,16.0,9.0,4.0,Косметический
4702,16990000.0,Вторичноё жильё,Авиамоторная,13.0,Москва,1.0,39.5,19.0,12.0,26.0,Без ремонта
4703,14350000.0,Вторичноё жильё,Верхние Котлы,16.0,Москва,1.0,33.5,10.3,16.4,9.0,Европейский стиль
4704,14600000.0,Вторичноё жильё,Давыдково,16.0,Москва,1.0,39.0,20.1,10.5,19.0,Косметический
4673,12000000.0,Вторичноё жильё,Новокосино,12.0,Москва,1.0,38.9,20.7,8.6,12.0,Европейский стиль
4674,14500000.0,Вторичноё жильё,Новые Черемушки,17.0,Москва,1.0,39.0,20.0,10.0,16.0,Европейский стиль
4675,14800000.0,Вторичноё жильё,Марьина Роща (Шереметьевская),15.0,Москва,1.0,38.0,19.1,10.0,14.0,Европейский стиль
4676,14200000.0,Вторичноё жильё,Селигерская,6.0,Москва,1.0,37.0,16.7,8.3,17.0,Косметический
4677,10800000.0,Вторичноё жильё,Алтуфьево,19.0,Москва,1.0,41.5,17.0,10.0,9.0,Косметический
4678,17200000.0,Вторичноё жильё,Тульская,15.0,Москва,1.0,46.4,23.2,12.6,8.0,Европейский стиль
4679,9400000.0,Вторичноё жильё,Новопеределкино,15.0,Москва,1.0,42.0,21.0,9.0,7.0,Косметический
4680,11350000.0,Вторичноё жильё,Свиблово,13.0,Москва,1.0,38.0,20.0,10.0,5.0,Косметический
4681,12900000.0,Вторичноё жильё,Планерная,13.0,Москва,1.0,37.8,20.0,10.0,4.0,Косметический
4682,10500000.0,Вторичноё жильё,Солнцево,19.0,Москва,1.0,41.0,20.7,10.0,13.0,Косметический
4715,14900000.0,Вторичноё жильё,Свиблово,7.0,Москва,1.0,38.0,19.0,8.0,13.0,Европейский стиль
4716,11800000.0,Вторичноё жильё,Перово,9.0,Москва,1.0,38.8,21.0,8.5,5.0,Косметический
4717,12000000.0,Вторичноё жильё,Озёрная,5.0,Москва,1.0,34.8,19.0,10.0,15.0,Косметический
4718,11600000.0,Вторичноё жильё,Новопеределкино,8.0,Москва,1.0,37.5,15.0,14.5,22.0,Без ремонта
4719,19999900.0,Вторичноё жильё,Народное Ополчение,14.0,Москва,1.0,48.6,18.0,18.0,19.0,Без ремонта
4720,18999900.0,Вторичноё жильё,Народное Ополчение,14.0,Москва,1.0,46.7,18.0,16.0,18.0,Без ремонта
4689,8700000.0,Вторичноё жильё,Некрасовка,11.0,Москва,1.0,40.2,18.0,11.0,12.0,Косметический
4690,9120000.0,Вторичноё жильё,Братиславская,16.0,Москва,1.0,36.1,20.0,8.0,5.0,Косметический
4691,13990000.0,Вторичноё жильё,Бабушкинская,20.0,Москва,1.0,45.0,23.0,9.1,14.0,Косметический
4692,18500000.0,Вторичноё жильё,Тушинская,10.0,Москва,1.0,40.5,18.6,9.8,7.0,Европейский стиль
4693,8700000.0,Вторичноё жильё,Покровское,31.0,Москва,1.0,35.2,20.0,8.0,16.0,Косметический
4694,13690000.0,Вторичноё жильё,Окская,15.0,Москва,1.0,36.5,15.8,12.2,2.0,Косметический
4695,15390000.0,Вторичноё жильё,Кунцевская,8.0,Москва,1.0,42.5,16.0,13.4,2.0,Косметический
4696,12800000.0,Вторичноё жильё,Ховрино,33.0,Москва,1.0,38.0,18.0,10.0,5.0,Косметический
4697,10150000.0,Вторичноё жильё,Медведково,38.0,Москва,1.0,40.0,19.0,9.0,12.0,Косметический
4698,9900000.0,Вторичноё жильё,Люблино,15.0,Москва,1.0,30.9,15.0,8.6,2.0,Косметический
4731,13700000.0,Вторичноё жильё,Кантемировская,4.0,Москва,1.0,42.5,21.0,10.0,6.0,Косметический
4732,15000000.0,Вторичноё жильё,Щукинская,9.0,Москва,1.0,38.5,18.0,9.0,4.0,Косметический
4733,13500000.0,Вторичноё жильё,Кузьминки,7.0,Москва,1.0,43.4,20.0,8.0,4.0,Косметический
4734,13500000.0,Вторичноё жильё,Крылатское,6.0,Москва,1.0,37.6,19.0,8.3,9.0,Европейский стиль
4735,14000000.0,Вторичноё жильё,Бабушкинская,4.0,Москва,1.0,38.0,19.0,9.0,3.0,Европейский стиль
4736,12700000.0,Вторичноё жильё,Крылатское,19.0,Москва,1.0,38.0,19.0,9.0,2.0,Косметический
4705,10500000.0,Вторичноё жильё,Выхино,9.0,Москва,1.0,39.0,20.0,9.0,16.0,Косметический
4706,12500000.0,Вторичноё жильё,Бескудниково,13.0,Москва,1.0,38.9,20.9,8.6,9.0,Европейский стиль
4707,15900000.0,Вторичноё жильё,Юго-Западная,17.0,Москва,1.0,41.9,18.0,9.0,14.0,Европейский стиль
4708,26100000.0,Вторичноё жильё,Шаболовская,17.0,Москва,1.0,54.3,35.0,10.0,9.0,Европейский стиль
4709,11400000.0,Вторичноё жильё,Царицыно,27.0,Москва,1.0,45.7,18.6,11.0,2.0,Без ремонта
4710,11550000.0,Вторичноё жильё,Хорошево,15.0,Москва,1.0,38.5,20.0,9.0,13.0,Косметический
4711,27250000.0,Вторичноё жильё,Раменки,13.0,Москва,1.0,43.0,17.0,15.0,10.0,Без ремонта
4712,11300000.0,Вторичноё жильё,Солнцево,9.0,Москва,1.0,38.0,18.0,8.0,15.0,Европейский стиль
4713,13950000.0,Вторичноё жильё,Строгино,4.0,Москва,1.0,38.0,18.0,8.3,3.0,Косметический
4714,14350000.0,Вторичноё жильё,Аннино,8.0,Москва,1.0,41.2,17.5,9.9,3.0,Косметический
4747,10999000.0,Вторичноё жильё,Бибирево,22.0,Москва,1.0,38.0,20.0,10.0,9.0,Косметический
4748,11500000.0,Вторичноё жильё,Новокосино,10.0,Москва,1.0,37.8,19.1,8.5,4.0,Европейский стиль
4749,11900000.0,Вторичноё жильё,Южная,8.0,Москва,1.0,37.8,21.2,8.4,7.0,Косметический
4750,13300000.0,Вторичноё жильё,Красногвардейская,12.0,Москва,1.0,38.3,19.7,10.2,17.0,Косметический
4751,21500000.0,Вторичноё жильё,Бутырская ,13.0,Москва,1.0,44.2,13.0,18.0,24.0,Без ремонта
4752,29990000.0,Вторичноё жильё,Давыдково,23.0,Москва,1.0,45.5,23.0,12.0,3.0,Без ремонта
4721,15300000.0,Вторичноё жильё,Мичуринский проспект,10.0,Москва,1.0,35.3,14.3,9.1,2.0,Дизайнерский
4722,8200000.0,Вторичноё жильё,Щербинка,17.0,Москва,1.0,40.6,18.0,9.0,2.0,Без ремонта
4723,11300000.0,Вторичноё жильё,Митино,11.0,Москва,1.0,39.2,20.1,8.0,9.0,Косметический
4724,11000000.0,Вторичноё жильё,Планерная,25.0,Москва,1.0,37.0,20.0,8.0,5.0,Косметический
4726,11150000.0,Вторичноё жильё,Пятницкое шоссе,5.0,Москва,1.0,39.0,19.0,8.0,9.0,Европейский стиль
4727,11000000.0,Вторичноё жильё,Люблино,22.0,Москва,1.0,37.8,18.0,8.0,5.0,Косметический
4728,18000000.0,Вторичноё жильё,Аминьевская,5.0,Москва,1.0,38.0,12.0,10.0,8.0,Без ремонта
4729,15300000.0,Вторичноё жильё,Яхромская,10.0,Москва,1.0,42.0,17.0,11.0,15.0,Дизайнерский
4730,11800000.0,Вторичноё жильё,Кантемировская,16.0,Москва,1.0,37.3,18.8,10.6,9.0,Европейский стиль
4763,28000000.0,Вторичноё жильё,Шелепиха,5.0,Москва,1.0,45.2,13.0,18.0,11.0,Дизайнерский
4764,11800000.0,Вторичноё жильё,Савеловская,12.0,Москва,1.0,32.4,20.0,10.0,1.0,Европейский стиль
4765,10400000.0,Вторичноё жильё,Новогиреево,16.0,Москва,1.0,35.6,21.0,8.0,8.0,Косметический
4766,14100000.0,Вторичноё жильё,Селигерская,18.0,Москва,1.0,38.4,10.0,19.0,4.0,Дизайнерский
4767,9600000.0,Вторичноё жильё,Локомотив,17.0,Москва,1.0,34.6,20.0,9.0,6.0,Косметический
4768,29000000.0,Вторичноё жильё,Измайловская,13.0,Москва,1.0,54.3,21.0,15.0,2.0,Европейский стиль
4737,9500000.0,Вторичноё жильё,Улица Горчакова,12.0,Москва,1.0,37.8,19.0,8.0,9.0,Косметический
4738,16400000.0,Вторичноё жильё,Москва-Товарная,13.0,Москва,1.0,39.8,22.1,10.3,15.0,Косметический
4739,11900000.0,Вторичноё жильё,Пражская,7.0,Москва,1.0,37.5,19.1,8.4,10.0,Косметический
4740,14000000.0,Вторичноё жильё,Стахановская,8.0,Москва,1.0,38.7,19.0,9.0,4.0,Дизайнерский
4741,9100000.0,Вторичноё жильё,Лермонтовский проспект,8.0,Москва,1.0,35.8,14.3,9.3,1.0,Косметический
4742,10900000.0,Вторичноё жильё,Улица Академика Янгеля,21.0,Москва,1.0,39.2,20.0,9.5,9.0,Косметический
4743,9200000.0,Вторичноё жильё,Братиславская,19.0,Москва,1.0,38.1,19.1,8.6,2.0,Косметический
4744,10800000.0,Вторичноё жильё,Покровское,32.0,Москва,1.0,34.8,16.0,10.0,4.0,Европейский стиль
4745,19500000.0,Вторичноё жильё,Коломенская,7.0,Москва,1.0,52.0,25.0,12.0,11.0,Европейский стиль
4746,10500000.0,Вторичноё жильё,Люблино,28.0,Москва,1.0,37.7,19.0,8.5,11.0,Европейский стиль
4779,22000000.0,Вторичноё жильё,Раменки,11.0,Москва,1.0,40.4,14.9,14.6,12.0,Без ремонта
4780,12000000.0,Вторичноё жильё,Теплый Стан,14.0,Москва,1.0,32.7,17.0,10.0,4.0,Косметический
4781,19000000.0,Вторичноё жильё,Динамо,8.0,Москва,1.0,40.0,20.0,9.0,10.0,Европейский стиль
4782,10100000.0,Вторичноё жильё,Царицыно,13.0,Москва,1.0,35.5,20.0,9.7,11.0,Европейский стиль
4783,27000000.0,Вторичноё жильё,Давыдково,23.0,Москва,1.0,38.4,19.0,10.0,3.0,Дизайнерский
4784,13500000.0,Вторичноё жильё,Нижегородская,9.0,Москва,1.0,40.3,16.2,14.9,11.0,Косметический
4753,14500000.0,Вторичноё жильё,Немчиновка,18.0,Москва,1.0,45.0,19.0,13.0,9.0,Европейский стиль
4754,12300000.0,Вторичноё жильё,Саларьево,12.0,Москва,1.0,35.5,10.0,16.9,18.0,Косметический
4755,11500000.0,Вторичноё жильё,Филатов Луг,6.0,Москва,1.0,38.3,11.5,15.0,1.0,Европейский стиль
4756,10200000.0,Вторичноё жильё,Коммунарка,16.0,Москва,1.0,39.4,17.7,10.0,3.0,Европейский стиль
4757,10400000.0,Вторичноё жильё,Бульвар Адмирала Ушакова,5.0,Москва,1.0,36.7,19.0,8.0,7.0,Косметический
4758,13999000.0,Вторичноё жильё,Окружная,8.0,Москва,1.0,37.6,18.0,8.0,8.0,Европейский стиль
4759,22000000.0,Вторичноё жильё,Раменки,10.0,Москва,1.0,40.4,25.0,10.0,13.0,Без ремонта
4760,10500000.0,Вторичноё жильё,Рассказовка,6.0,Москва,1.0,36.9,15.0,10.2,8.0,Без ремонта
4761,21750000.0,Вторичноё жильё,Беговая,12.0,Москва,1.0,45.8,17.8,14.5,6.0,Европейский стиль
4762,9850000.0,Вторичноё жильё,Яхромская,8.0,Москва,1.0,35.8,20.7,10.0,2.0,Косметический
4795,18990000.0,Вторичноё жильё,Хорошево,23.0,Москва,1.0,39.9,10.0,13.5,3.0,Дизайнерский
4796,15600000.0,Вторичноё жильё,Курьяново,9.0,Москва,1.0,37.0,10.0,12.0,16.0,Косметический
4797,9600000.0,Вторичноё жильё,Лианозово,12.0,Москва,1.0,36.6,19.8,8.0,1.0,Без ремонта
4798,15500000.0,Вторичноё жильё,Молодежная,15.0,Москва,1.0,42.0,23.0,10.8,8.0,Европейский стиль
4799,14500000.0,Вторичноё жильё,Озёрная,12.0,Москва,1.0,40.0,20.0,10.0,7.0,Европейский стиль
4800,14500000.0,Вторичноё жильё,Говорово,9.0,Москва,1.0,41.0,19.0,12.2,7.0,Косметический
4769,14870000.0,Вторичноё жильё,Калитники,17.0,Москва,1.0,49.0,25.0,12.7,5.0,Европейский стиль
4770,16900000.0,Вторичноё жильё,Хорошево,15.0,Москва,1.0,37.5,14.8,11.0,19.0,Без ремонта
4771,11500000.0,Вторичноё жильё,Бульвар Дмитрия Донского,15.0,Москва,1.0,40.0,20.0,11.0,8.0,Европейский стиль
4772,12700000.0,Вторичноё жильё,ВДНХ,9.0,Москва,1.0,35.1,19.0,9.0,13.0,Косметический
4773,12495000.0,Вторичноё жильё,Кантемировская,6.0,Москва,1.0,38.9,17.8,10.2,8.0,Без ремонта
4774,10800000.0,Вторичноё жильё,Сходненская,6.0,Москва,1.0,35.0,19.6,9.6,11.0,Косметический
4775,8450000.0,Вторичноё жильё,Пражская,19.0,Москва,1.0,36.5,19.9,8.1,1.0,Без ремонта
4776,10750000.0,Вторичноё жильё,Коммунарка,22.0,Москва,1.0,42.8,21.0,12.0,4.0,Европейский стиль
4777,16200000.0,Вторичноё жильё,Юго-Западная,17.0,Москва,1.0,45.0,19.0,11.0,14.0,Косметический
4778,19900000.0,Вторичноё жильё,Аминьевская,5.0,Москва,1.0,46.3,21.0,12.0,22.0,Без ремонта
4811,11800000.0,Вторичноё жильё,Бабушкинская,10.0,Москва,1.0,37.1,20.9,10.0,10.0,Европейский стиль
4812,9900000.0,Вторичноё жильё,Бабушкинская,15.0,Москва,1.0,34.9,18.0,8.0,6.0,Косметический
4813,15800000.0,Вторичноё жильё,Фили,21.0,Москва,1.0,29.5,15.0,8.0,29.0,Без ремонта
4814,12600000.0,Вторичноё жильё,Улица Скобелевская,13.0,Москва,1.0,40.0,13.0,19.0,3.0,Косметический
4815,13200000.0,Вторичноё жильё,Селигерская,9.0,Москва,1.0,40.0,19.4,10.0,7.0,Косметический
4816,10800000.0,Вторичноё жильё,Физтех,6.0,Москва,1.0,38.4,17.8,8.7,9.0,Европейский стиль
4785,10299999.0,Вторичноё жильё,Щелковская,10.0,Москва,1.0,35.0,20.0,10.0,5.0,Косметический
4786,24200000.0,Вторичноё жильё,Минская,57.0,Москва,1.0,43.0,14.0,17.0,8.0,Без ремонта
4787,12500000.0,Вторичноё жильё,Новопеределкино,6.0,Москва,1.0,39.0,14.8,10.0,4.0,Без ремонта
4788,23900000.0,Вторичноё жильё,Минская,59.0,Москва,1.0,45.5,15.0,16.0,2.0,Без ремонта
4789,23500000.0,Вторичноё жильё,Минская,58.0,Москва,1.0,45.5,15.0,16.0,5.0,Без ремонта
4790,30000000.0,Вторичноё жильё,Давыдково,23.0,Москва,1.0,46.0,23.0,12.0,4.0,Европейский стиль
4791,16500000.0,Вторичноё жильё,Стахановская,4.0,Москва,1.0,38.5,18.0,9.0,4.0,Дизайнерский
4792,13500000.0,Вторичноё жильё,Калитники,7.0,Москва,1.0,35.1,16.0,10.0,14.0,Дизайнерский
4793,12400000.0,Вторичноё жильё,Ясенево,6.0,Москва,1.0,38.5,17.4,10.1,22.0,Косметический
4794,10200000.0,Вторичноё жильё,Селигерская,23.0,Москва,1.0,38.0,19.0,8.0,5.0,Европейский стиль
4827,18000000.0,Вторичноё жильё,Шелепиха,16.0,Москва,1.0,34.5,16.1,10.8,28.0,Без ремонта
4828,9700000.0,Вторичноё жильё,Яхромская,8.0,Москва,1.0,36.0,21.0,10.0,2.0,Косметический
4829,16300000.0,Вторичноё жильё,ЗИЛ,16.0,Москва,1.0,39.1,15.0,18.0,5.0,Без ремонта
4830,15900000.0,Вторичноё жильё,Лесопарковая,9.0,Москва,1.0,42.3,12.4,16.5,15.0,Дизайнерский
4831,8950000.0,Вторичноё жильё,Физтех,6.0,Москва,1.0,38.1,17.0,8.7,6.0,Европейский стиль
4832,7790000.0,Вторичноё жильё,Бутово,9.0,Москва,1.0,42.0,13.0,8.0,9.0,Косметический
4801,8000000.0,Вторичноё жильё,Покровское,24.0,Москва,1.0,39.0,18.5,12.5,6.0,Без ремонта
4802,19900000.0,Вторичноё жильё,Динамо,8.0,Москва,1.0,39.0,25.0,10.0,9.0,Без ремонта
4803,13800000.0,Вторичноё жильё,Локомотив,16.0,Москва,1.0,40.0,25.0,10.0,2.0,Дизайнерский
4804,11000000.0,Вторичноё жильё,Кленовый бульвар,4.0,Москва,1.0,40.9,19.9,9.7,5.0,Без ремонта
4805,9900000.0,Вторичноё жильё,Новопеределкино,20.0,Москва,1.0,36.0,14.2,10.0,4.0,Косметический
4806,10900000.0,Вторичноё жильё,Яхромская,25.0,Москва,1.0,35.0,18.0,10.0,11.0,Косметический
4807,8750000.0,Вторичноё жильё,Коммунарка,14.0,Москва,1.0,28.3,12.0,10.0,21.0,Косметический
4808,14000000.0,Вторичноё жильё,Славянский бульвар,7.0,Москва,1.0,40.0,19.0,10.0,15.0,Косметический
4809,11500000.0,Вторичноё жильё,Домодедовская,11.0,Москва,1.0,38.1,20.0,10.0,4.0,Косметический
4810,11150000.0,Вторичноё жильё,Чертановская,15.0,Москва,1.0,34.1,19.4,9.5,8.0,Косметический
4843,14852000.0,Вторичноё жильё,Таганская,7.0,Москва,1.0,31.6,6.5,18.8,2.0,Без ремонта
4844,26460000.0,Вторичноё жильё,Таганская,7.0,Москва,1.0,58.8,20.0,22.0,1.0,Без ремонта
4845,11564280.0,Вторичноё жильё,Электрозаводская,17.0,Москва,1.0,35.3,12.0,15.0,6.0,Без ремонта
4846,11700000.0,Вторичноё жильё,Аэропорт,3.0,Москва,1.0,26.0,12.0,8.0,3.0,Без ремонта
4847,14800000.0,Вторичноё жильё,Аминьевская,9.0,Москва,1.0,33.6,11.7,11.0,20.0,Косметический
4848,10490000.0,Вторичноё жильё,Теплый Стан,16.0,Москва,1.0,35.0,19.5,9.5,3.0,Косметический
4817,12100000.0,Вторичноё жильё,Кузьминки,18.0,Москва,1.0,42.2,18.3,11.0,7.0,Европейский стиль
4818,15500000.0,Вторичноё жильё,Народное Ополчение,14.0,Москва,1.0,38.3,15.0,13.0,16.0,Без ремонта
4819,13250000.0,Вторичноё жильё,Владыкино,12.0,Москва,1.0,40.1,14.4,15.1,3.0,Европейский стиль
4820,17900000.0,Вторичноё жильё,Фили,17.0,Москва,1.0,44.9,24.8,9.0,13.0,Дизайнерский
4821,9900000.0,Вторичноё жильё,Прокшино,24.0,Москва,1.0,34.5,15.0,10.8,8.0,Европейский стиль
4822,11000000.0,Вторичноё жильё,Бибирево,21.0,Москва,1.0,38.7,20.6,8.6,2.0,Косметический
4823,24450000.0,Вторичноё жильё,Хорошево,22.0,Москва,1.0,40.6,15.3,11.6,6.0,Дизайнерский
4824,18500000.0,Вторичноё жильё,Раменки,14.0,Москва,1.0,38.1,17.0,10.0,4.0,Косметический
4825,11000000.0,Вторичноё жильё,Силикатная,30.0,Москва,1.0,39.6,13.7,12.8,14.0,Косметический
4826,23500000.0,Вторичноё жильё,Минская,60.0,Москва,1.0,44.7,18.0,18.0,8.0,Косметический
4859,14200000.0,Вторичноё жильё,Селигерская,7.0,Москва,1.0,40.8,20.9,9.8,21.0,Дизайнерский
4860,10700000.0,Вторичноё жильё,Пенягино,15.0,Москва,1.0,38.0,16.0,9.5,9.0,Косметический
4861,24000000.0,Вторичноё жильё,Трикотажная,21.0,Москва,1.0,46.0,20.0,20.0,4.0,Дизайнерский
